movie_id,title,release_date,video_release,IMDb_URL,unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,tmdb_id,poster_path,overview,vote_average,clean_title
886,"Life Less Ordinary, A (1997)",01-Jan-1997,,"http://us.imdb.com/M/title-exact?Life+Less+Ordinary,+A+(1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8067.0,/tk7WNEwLZepFU2yPIIkRuQOO0Q9.jpg,"A couple of angels, O'Reilly and Jackson, are sent to Earth to make sure that their next supervised love-connection succeeds. They follow Celine, a spoiled rich girl who has just accidentally shot a suitor and, due to a misunderstanding, is kidnapped by janitor Robert. Although Celine quickly frees herself, she stays with Robert for thrills. O'Reilly and Jackson pursue, hoping to unite the prospective lovers.",6.127,"Life Less Ordinary, A"
887,Eve's Bayou (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Eve's+Bayou+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45153.0,/33yTPcGSv7eo3FVlb7XKACHl1M8.jpg,"Summer heats up in rural Louisiana beside Eve’s Bayou, 1962, as the Batiste family tries to survive the secrets they’ve kept and the betrayals they’ve endured.",6.369,Eve's Bayou
888,One Night Stand (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?One+Night+Stand+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12616.0,/h6aDoPEyK4rgp4MiuRvQjepoyZx.jpg,"In Los Angeles, Max Carlyle makes a good living directing commercials and has a happy home life with his wife, Mimi, and two children. When Carlyle travels to New York City to visit his friend Charlie, who has been diagnosed with AIDS, he has repeat run-ins with a beautiful woman, Karen, and eventually sleeps with her. Though he goes home the next day and doesn't return until a year later, Carlyle's infidelity still lingers.",5.619,One Night Stand
889,"Tango Lesson, The (1997)",01-Jan-1997,,"http://us.imdb.com/M/title-exact?Tango+Lesson,+The+(1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34838.0,/dFrkFLIGUiHTu74WGE3633XXi4C.jpg,"On a trip to Paris Sally meets Pablo, a tango dancer. He starts teaching her to dance then she returns to London to work on some ""projects"". She visits Buenos Aires and learns more from Pablo's friends. Sally and Pablo meet again but this time their relationship changes, she realises they want different things from each other. On a trip to Buenos Aires they cement their friendship.",6.5,"Tango Lesson, The"
890,Mortal Kombat: Annihilation (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?Mortal+Kombat%3A+Annihilation+(1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9823.0,/ttryglcY2osWZE3sRYBf3ewTZsW.jpg,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth.",4.509,Mortal Kombat: Annihilation
891,Bent (1997),18-Dec-1997,,http://us.imdb.com/M/title-exact?imdb-title-118698,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,505579.0,/xUqimeu4KzFeqTvblNLvG8Y1DAo.jpg,"On his latest private investigation, a shamed former cop connects a murder case to a government conspiracy involving rogue agents from a top spy agency.",5.222,Bent
892,Flubber (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-119137,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9574.0,/bnKvk04icAyCO1KjqhsaEXBO9aJ.jpg,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",5.661,Flubber
893,For Richer or Poorer (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-119142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10371.0,/tPjqY9Qp5WOIBFKnyEpMBVwGr01.jpg,"Brad Sexton and his wife, Caroline, are wealthy New Yorkers with both marital and financial problems. The latter issue becomes a pressing matter when they discover that their accountant has embezzled millions and pinned the blame on them. Forced to go on the lam, Brad and Caroline end up in an Amish area of Pennsylvania and decide to pose as members of the religious group to evade the IRS. As the two adapt to the simple Amish lifestyle, they begin to reconnect.",6.0,For Richer or Poorer
894,Home Alone 3 (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-119303,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9714.0,/6uOadrCfle0n2LOOxHbgWEdnrm2.jpg,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.",5.276,Home Alone 3
895,Scream 2 (1997),01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-120082,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4233.0,/dORlVasiaDkJXTqt9bdH7nFNs6C.jpg,"Two years after the Woodsboro murders, Sidney Prescott acclimates to college life while someone donning the Ghostface costume begins a new string of killings.",6.5,Scream 2
896,"Sweet Hereafter, The (1997)",01-Jan-1997,,http://us.imdb.com/M/title-exact?Sweet+Hereafter%2C+The+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10217.0,/gJy7LMq4b5qO5fsSUSoBgm24BHf.jpg,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",6.9,"Sweet Hereafter, The"
897,Time Tracers (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?imdb-title-128755,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,438108.0,/490wG6tZop82i0REjt2WQ1Juk0n.jpg,"When the discovery of a five-thousand year old artifact of a humanoid reptile leads an investigative reporter to the Kronos Project, he uncovers an experimental device created to send humans through time, controlled by a ruthless multi-billionaire. As the Kronos experiment progresses through the Civil War era to the Jurassic age, high-tech sabotage and deceit ensue, resulting in devastating events that lead to a ripple in time, a paradox, that if not contained could change the entire course of evolution and destroy the universe as we know it.",2.5,Time Tracers
898,"Postman, The (1997)",01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-119925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,258767.0,/njH1PU2nAYa5yvrJAmwRGmvxqFo.jpg,"Abbas, a resident of Cairo, is appointed by the government to hold the office of supervisor in a post office in a small village in Upper Egypt.",6.5,"Postman, The"
899,"Winter Guest, The (1997)",01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-120521,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25994.0,/9t0hyTI7HTB6JSIecUNODrtBvwa.jpg,"It's winter in a small Scottish village near the sea, and multiple lives intersect in a day. Frances has just lost her husband to an early death, so her mother, Elspeth, travels to Frances' house to reconnect with her daughter and grandson, Alex. Meanwhile, old women Chloe and Lily go to a funeral, youngsters Sam and Tom cut class, and Alex gets a crush on tomboy Nita.",6.4,"Winter Guest, The"
900,Kundun (1997),25-Dec-1997,,http://us.imdb.com/M/title-exact?imdb-title-119485,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9746.0,/yvdFRDoQIQ5PBk4u8x8gJT8NJAw.jpg,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.",6.796,Kundun
901,Mr. Magoo (1997),25-Dec-1997,,http://us.imdb.com/M/title-exact?imdb-title-119718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9438.0,/po5CfSBmmATuCNIt7M1G7xOPuUK.jpg,"Mr. Magoo, a man with terrible eyesight, gets caught up in a museum robbery.",4.479,Mr. Magoo
902,"Big Lebowski, The (1998)",26-Dec-1997,,http://us.imdb.com/M/title-exact?imdb-title-118715,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,115.0,/9mprbw31MGdd66LR0AQKoDMoFRv.jpg,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",7.841,"Big Lebowski, The"
903,Afterglow (1997),26-Dec-1997,,http://us.imdb.com/M/title-exact?imdb-title-118566,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26941.0,/c13Luo9O09ah6nMPrsr3zqlLyF9.jpg,"Lucky Mann is a builder equally handy at repairs and seduction. The latest housewife to succumb to his charms is Marianne, unhappily married to corporate exec Jeffrey. When Jeffrey becomes enraptured by Lucky’s wife Phyllis, the four get caught in a love quadrangle that reignites their marriages.",5.857,Afterglow
904,Ma vie en rose (My Life in Pink) (1997),26-Dec-1997,,http://us.imdb.com/M/title-exact?imdb-title-119590,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,27103.0,/4SwZaSDy1DR80QXKdvp6iSTawK2.jpg,"Ludovic is waiting for a miracle. With six-year-old certainty, she believes she was meant to be a little girl -- and that the mistake will soon be corrected. But where she expects the miraculous, Ludo finds only rejection, isolation and guilt -- as the intense reactions of family, friends, and neighbors strip away every innocent lace and bauble.  As suburban prejudices close around them, family loves and loyalties are tested in the ever-escalating dramatic turns of Alain Berliner's critically acclaimed first feature. Winner of the Golden Globe for Best Foreign Language Film and a favorite at festivals around the world, this unique film experience delivers magic of the rarest sort through a story of difference, rejection, and childlike faith in miracles.",6.9,Ma vie en rose
905,Great Expectations (1998),01-Jan-1998,,http://us.imdb.com/M/title-exact?imdb-title-119223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9410.0,/djLsfl3lm7BZKWsKfVZ2wM1ZMrP.jpg,"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.",6.606,Great Expectations
906,Oscar & Lucinda (1997),31-Dec-1997,,http://us.imdb.com/M/title-exact?imdb-title-119843,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,39780.0,/9naDX3u4hsRM8jZ0Y7k5e2HAKmY.jpg,"After a childhood of abuse by his evangelistic father, misfit Oscar Hopkins becomes an Anglican minister and develops a divine obsession with gambling. Lucinda Leplastrier is a rich Australian heiress shopping in London for materials for her newly acquired glass factory back home. Deciding to travel to Australia as a missionary, Oscar meets Lucinda aboard ship, and a mutual obsession blossoms. They make a wager that will alter each of their destinies.",6.4,Oscar & Lucinda
907,Vermin (1998),01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-120881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1247242.0,/yxJiT53rBEHLxoosd73jjeIEijE.jpg,"When a freak accident grievously injures her housemate, a guilt stricken pacifist must protect them both from a mysterious creature that roams their apartment after dark.",0.0,Vermin
908,Half Baked (1998),16-Jan-1998,,http://us.imdb.com/M/title-exact?imdb-title-120693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9490.0,/14TmEac4bquNaEld9t0uIliYoKE.jpg,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.",6.322,Half Baked
909,Dangerous Beauty (1998),23-Jan-1998,,http://us.imdb.com/M/title-exact?imdb-title-118892,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8583.0,/7uHX8qIr8VYPwdpVv4TCjXcVxDo.jpg,"Veronica is brilliant, gifted and beautiful, but the handsome aristocrat she loves, Marco Venier, cannot marry her because she is penniless and of questionable family. So Veronica's mother, Paola, teaches her to become a courtesan, one of the exotic companions favored by the richest and most powerful Venetian men. Veronica courageously uses her charms to change destiny -- and to give herself a chance at true love.",7.04,Dangerous Beauty
910,Nil By Mouth (1997),06-Feb-1998,,http://us.imdb.com/Title?Nil+By+Mouth+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21252.0,/u0Zl9uF0LV37X6oKECLT6rU7TsI.jpg,"The family of Raymond, his wife Val and her brother Billy live in working-class London district. Also in their family is Val and Billy's mother Janet and grandmother Kath. Billy is a drug addict and Raymond kicks him out of the house, making him live on his own. Raymond is generally a rough and even violent person, and that leads to problems in the life of the family.",6.841,Nil By Mouth
911,Twilight (1998),30-Jan-1998,,http://us.imdb.com/M/title-exact?imdb-title-119594,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8966.0,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",6.3,Twilight
912,U.S. Marshalls (1998),10-Mar-1998,,http://us.imdb.com/Title?U.S.+Marshals+(1998),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,6.025180622009569,U.S. Marshalls
913,Love and Death on Long Island (1997),10-Mar-1998,,http://us.imdb.com/Title?Love+and+Death+on+Long+Island+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47452.0,/8lF3SnK2QxtVBQLQHj7q4fHrAl.jpg,"Curmudgeonly author Giles De'Ath, a widower with a marked distaste for modern popular culture, attempts to buy a ticket for a film adaptation of an E.M. Forster novel, but instead finds himself watching a tacky teen sex comedy. Yet when the beautiful Ronnie Bostock appears on the movie screen, Giles finds himself caught in a whirlwind of unanswered questions about both his own sexuality and his place in late 20th-century society.",6.311,Love and Death on Long Island
914,Wild Things (1998),14-Mar-1998,,http://us.imdb.com/Title?Wild+Things+(1998),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,617.0,/wrcTDD9T7Ga5c9MW7kaOo2qwIvW.jpg,"When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems...",6.361,Wild Things
915,Primary Colors (1998),20-Mar-1998,,http://us.imdb.com/Title?Primary+Colors+(1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9440.0,/1FDR837wg7bi02F1R7JESCoPWBD.jpg,"In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.",6.267,Primary Colors
916,Lost in Space (1998),27-Mar-1998,,http://us.imdb.com/Title?Lost+in+Space+(1998),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2157.0,/fCocPDUFuKswY2GxDdfYsT9BXMd.jpg,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",5.4,Lost in Space
917,Mercury Rising (1998),27-Mar-1998,,http://us.imdb.com/Title?Mercury+Rising+(1998),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8838.0,/uB8qfwqvJA2adiVOwsN5clZS4Lo.jpg,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",6.289,Mercury Rising
918,City of Angels (1998),03-Apr-1998,,http://us.imdb.com/Title?City+of+Angels+(1998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,795.0,/iuzxpUjHsbQJXV3kB9ZAdCimM60.jpg,"When a guardian angel – who invisibly watches over the citizens of Los Angeles – becomes captivated by a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",6.813,City of Angels
919,"City of Lost Children, The (1995)",01-Jan-1995,,"http://us.imdb.com/Title?Cit%E9+des+enfants+perdus,+La+(1995)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,902.0,/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",7.249,"City of Lost Children, The"
920,Two Bits (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Two%20Bits%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40628.0,/ianK4zwR5Vv4JSDm3sNDh3kH86I.jpg,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",5.7,Two Bits
921,Farewell My Concubine (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Ba%20Wang%20Bie%20Ji%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10997.0,/ySf9I93w6kJiaEb2T4zpoQjY8PR.jpg,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.,8.0,Farewell My Concubine
922,Dead Man (1995),10-May-1996,,http://us.imdb.com/M/title-exact?Dead%20Man%20(1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,922.0,/jX3wGBVoYoAY3IixBpwYk1fjT4z.jpg,"On the run after committing murder, an accountant encounters a strange Native American man who prepares him for his journey into the spiritual world.",7.297,Dead Man
923,Raise the Red Lantern (1991),01-Jan-1991,,http://us.imdb.com/M/title-exact?Da%20Hong%20Deng%20Long%20Gao%20Gao%20Gua%20(1991),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10404.0,/j6MGZpg55cTqlHHwahBtzI2qQg1.jpg,"In 1920s China, 19-year-old Songlian becomes a concubine of a powerful lord and is forced to compete with his three wives for the privileges gained.",7.933,Raise the Red Lantern
924,White Squall (1996),01-Jan-1996,,http://us.imdb.com/M/title-exact?White%20Squall%20(1996),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10534.0,/muhTVa52IufjTaqNseXFQUAEuyG.jpg,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",6.275,White Squall
925,Unforgettable (1996),23-Feb-1996,,http://us.imdb.com/Title?Unforgettable+(1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,418437.0,/jKyjJu3N0bcF9TzcyGLb0Nn6Uqq.jpg,"Barely coping with the end of her marriage, Tessa Connover learns that her ex-husband, David, is now happily engaged to Julia. Trying to settle into her new life after moving in with David, Julia believes she has finally met the man of her dreams, the man who can help her forget her troubled past. Soon, Tessa's jealousy starts to consume her, and she will stop at nothing to turn Julia's paradise into the ultimate nightmare.",5.91,Unforgettable
926,Down Periscope (1996),01-Mar-1996,,http://us.imdb.com/M/title-exact?Down%20Periscope%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9101.0,/brleKcHsirTw7lFqcgUMOfgL2nl.jpg,"Maverick Navy Lieutenant Commander Tom Dodge will never be a textbook officer, but he's a brilliant seaman who's always wanted to command a nuclear submarine — he's been given one last chance to clean up his record. Unfortunately, Admiral Graham, his nemesis, would rather sink the fleet than give Dodge his own boat. So, Graham stacks the deck against him and assigns Dodge to the Stingray, a diesel-powered WW2 submarine that can barely keep afloat. To make matters worse, Dodge's crew is a collection of maladjusted, mistake-prone misfits. Then, he's tagged the ""enemy"" in a crucial war game, and ordered to take on the U.S. Navy's best.",6.367,Down Periscope
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",08-Mar-1996,,"http://us.imdb.com/M/title-exact?Flor%20de%20mi%20secreto,%20La%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4307.0,/u172NHV9SvqgVDSyRayJIPK2Brl.jpg,"Leo is a middle-aged writer of popular romantic novels who writes under a pseudonym, since she despises her own work. At home, her husband, who works overseas, is distant both physically and emotionally. As she reevaluates her life and writing, Leo is led to an unexpected relationship with Ángel, a sensitive newspaper editor.",6.8,"Flower of My Secret, The"
928,"Craft, The (1996)",26-Apr-1996,,"http://us.imdb.com/M/title-exact?Craft,%20The%20(1996)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9100.0,/8bW2RdRkloYtEPhbQZN4wcdmJP4.jpg,"A Catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them -- be they teachers, rivals or meddlesome parents.",6.776,"Craft, The"
929,Harriet the Spy (1996),03-Jul-1996,,http://us.imdb.com/M/title-exact?Harriet%20the%20Spy%20(1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38223.0,/spTUUMgIVm4gOdWL35IoYWEuZQl.jpg,"When the secret notebook of a young girl who fancies herself a spy is found by her friends, her speculations make her very unpopular! Can she win her friends back?",6.026,Harriet the Spy
930,Chain Reaction (1996),31-Jul-1996,,http://us.imdb.com/M/title-exact?Chain%20Reaction%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12123.0,/4ahjVHwXXsq5zK57ds8FwWY73MS.jpg,"At the University of Chicago, a research team that includes brilliant student machinist Eddie Kasalivich experiences a breakthrough: a stable form of fusion that may lead to a waste-free energy source. However, a private company wants to exploit the technology, so Kasalivich and physicist Dr. Lily Sinclair are framed for murder, and the fusion device is stolen. On the run from the FBI, they must recover the technology and exonerate themselves.",5.786,Chain Reaction
931,"Island of Dr. Moreau, The (1996)",23-Aug-1996,,"http://us.imdb.com/M/title-exact?Island%20of%20Dr.%20Moreau,%20The%20(1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9306.0,/hOJeQXve8W9rNRhdgC1WV3GQJyA.jpg,A plane crash surviving attorney stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA—with horrific results.,4.902,"Island of Dr. Moreau, The"
932,First Kid (1996),30-Aug-1996,,http://us.imdb.com/M/title-exact?First%20Kid%20(1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12559.0,/t7yTkuXQpnougXmRIqgfT32axZi.jpg,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand.",5.679,First Kid
933,"Funeral, The (1996)",25-Oct-1996,,"http://us.imdb.com/M/title-exact?Funeral,%20The%20(1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,422558.0,/bXVaTnHxAD0mYBnh8hoSgfmyIaw.jpg,"""This filme is the 'last' episode of my auto-cine-biographic work Babel, which covers more that thirty years of mu life and it started in 1983 with 'Letter to My Friends who stayed in Belgium'. It can be considered my living will."" Boris Lehman",0.0,"Funeral, The"
934,"Preacher's Wife, The (1996)",13-Dec-1996,,"http://us.imdb.com/M/title-exact?Preacher's%20Wife,%20The%20(1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21539.0,/z1mU4g9poAgoDQRNLcfNdj3iiMs.jpg,"Good-natured Reverend Henry Biggs finds that his marriage to choir mistress Julia is flagging, due to his constant absence caring for the deprived neighborhood they live in. On top of all this, his church is coming under threat from property developer Joe Hamilton. In desperation, Biggs prays to God for help – which arrives in the form of an angel named Dudley.",5.8,"Preacher's Wife, The"
935,Paradise Road (1997),18-Apr-1997,,http://us.imdb.com/M/title-exact?Paradise%20Road%20%281997%29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,77223.0,/mEA7Iv1e6HqpSGMfVUdUfYOusNU.jpg,"A group of English, American, Dutch and Australian women creates a vocal orchestra while being imprisoned in a Japanese POW camp on Sumatra during World War II.",6.4,Paradise Road
936,Brassed Off (1996),13-Jun-1997,,http://us.imdb.com/M/title-exact?Brassed%20Off%20%281996%29,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,9450.0,/q3NvEprPxGFrAAJ8AUsd0uZ4MET.jpg,"A Yorkshire coal mine is threatened with closure and the only hope is for the men to enter their Grimley Colliery Brass Band into a national competition. They believe they have no hope until Gloria appears carrying her Flugelhorn. At first mocked for being a woman, she soon becomes the only chance for the band to win.",6.986,Brassed Off
937,"Thousand Acres, A (1997)",01-Jan-1997,,http://us.imdb.com/M/title-exact?Thousand+Acres%2C+A+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66588.0,/p7tsW4oUi7hHbpNtFZdMQEBj42g.jpg,The lives of an Iowa farmer's three daughters are shattered when he suddenly decides to bequeath them the family's fertile farm.,5.704,"Thousand Acres, A"
938,"Smile Like Yours, A (1997)",01-Jan-1997,,http://us.imdb.com/M/title-exact?Smile+Like+Yours%2C+A+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,33657.0,/7leSloggEARpFA3zWFQuLcQ6omt.jpg,A comedy about a couple who cannot conceive a baby,3.7,"Smile Like Yours, A"
939,Murder in the First (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Murder%20in%20the%20First%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8438.0,/sU37ONoL9qUyYXUhubJSYH9tEoc.jpg,"A young, inexperienced public defender is assigned to defend an inmate accused of committing murder while behind bars.",7.147,Murder in the First
940,Airheads (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Airheads%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13595.0,/4xPG8pPMyeoec48gKWbbC85EC8j.jpg,The Lone Rangers have heavy-metal dreams and a single demo tape they can't get anyone to play. The solution: Hijack an FM rock radio station and hold the deejays hostage until they agree to broadcast the band's tape.,6.152,Airheads
941,With Honors (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?With%20Honors%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16297.0,/iMcSUbMT13Rb8fmhwvanVAMwRW.jpg,"Convinced he'll graduate with honors because of his thesis paper, a stuffy Harvard student finds his paper being held hostage by a homeless man, who might be the guy to school the young man in life.",6.757,With Honors
