movie_id,title,tmdb_id,poster_path,overview,vote_average
801,"Air Up There, The (1994)",46094,/lY1yhtg0DRaMTzclYCXo0sP1kAV.jpg,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team.",6.137
802,Hard Target (1993),2019,/mXCM7pmUFUGp7QzSmare3RITe6n.jpg,"When a woman's father goes missing, she enlists a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",6.49
803,Heaven & Earth (1993),31642,/hvvR7Yf743pc2E2F1VJ2dfZl7OZ.jpg,"In a small Vietnamese village torn apart by war, a young woman faces unimaginable horrors before deciding to escape to the city. There, she encounters a compassionate Marine who offers her hope and a chance at a new life, igniting the possibility of a future together.",6.7
804,Jimmy Hollywood (1994),31643,/sTLLLD6shSp6lrbIKa4v5N4wDso.jpg,"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation.",5.172
805,Manhattan Murder Mystery (1993),10440,/zrzBIlMyAP7Ac9W5qAy5ssAUdK4.jpg,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,7.3
806,Menace II Society (1993),9516,/nS7yqmSVeNoH22VXj69JoFCxW1h.jpg,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,7.501
807,Poetic Justice (1993),8291,/fOtMHxhYaCQcu3dwWpg7lz4Bqo0.jpg,"Still grieving after the murder of her boyfriend, hairdresser Justice writes poetry to deal with the pain of her loss. Unable to get to Oakland to attend a convention because of her broken-down car, Justice gets a lift with her friend, Iesha, and Iesha's postal worker boyfriend, Chicago. Along for the ride is Chicago's co-worker, Lucky, to whom Justice grows close after some initial problems. But is she ready to open her heart again?",6.801
808,"Program, The (1993)",638439,/zzkXoiaU4mD7QfkAONiF3QiY75A.jpg,,0.0
809,Rising Sun (1993),7007,/jVWEeZ383peKxwE284AdyHqq6GH.jpg,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Connor and Web Smith are called in to investigate. Although Connor has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",6.1
810,"Shadow, The (1994)",1419406,/e0RU6KpdnrqFxDKlI3NOqN8nHL6.jpg,Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,6.374
811,Thirty-Two Short Films About Glenn Gould (1993),20967,/3GTmkUpCb1uL7psLYqAHyIyld51.jpg,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",7.022
812,Andre (1994),226994,,"After a workplace affair, Andre has fallen in love with his boss, Lynne. When Lynne recommits herself to her husband Andre is left emotionally damaged.",5.0
813,"Celluloid Closet, The (1995)",32562,/x0DSh3uMeQk6EG1DHjGJUywN7C0.jpg,"Exuberant, eye-opening movie that serves up a dazzling hundred-year history of the role of gay men and lesbians have had on the silver screen. Film contains fabulous footage from 120 films showing the changing face of cinema sexuality, from cruel stereotypes to covert love to the activist triumphs of the 1990s.",7.138
814,"Great Day in Harlem, A (1994)",124472,/606IorDjRMQZYaEdPBvjM8uI6qm.jpg,"Art Kane, now deceased, coordinated a group photograph of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine. Just about every jazz musician at the time showed up for the photo shoot which took place in front of a brownstone near the 125th street station. The documentary compiles interviews of many of the musicians in the photograph to talk about the day of the photograph, and it shows film footage taken that day by Milt Hinton and his wife.",6.2
815,One Fine Day (1996),65042,/aYDTM3646yQtQfvEZNtmEh5Xa6K.jpg,"A self-assured, middle-aged advertising executive has his life upset by an unforeseen accident.",5.2
816,Candyman: Farewell to the Flesh (1995),10824,/2scgM9dFaHEppWb3tS99gCAh8KX.jpg,"Annie, a young schoolteacher struggling to solve the brutal murder of her father, unwittingly summons the ""Candyman"" to New Orleans, where she learns the secret of his power, and discovers the link that connects them.",5.44
817,Frisk (1995),40926,/2BsmfL2wr4sAjrsBFePewmslnXO.jpg,"A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose lead we follow on this path between what is real and what we can only hope is surreal. His friends attempt to determine if he's truly a psychopath.",3.857
818,Girl 6 (1996),61752,/1SSYCOTrHucd9aBCyTfbLWcJ2zD.jpg,A struggling actress in New York City takes a job as a phone sex operator.,4.936
819,Eddie (1996),11107,/qIJ4PU6WifgRs8RpiN3LkNYjzlS.jpg,"Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" Burgess, the new owner, as a public relations gimmick, stages an 'honorary coach' contest, which Eddie wins. The fans love it, so ""Wild Bill"" fires the coach and hires her. She takes the bunch of overpaid prima",5.464
820,Space Jam (1996),2300,/4RN5El3Pj2W4gpwgiAGLVfSJv2g.jpg,"With their freedom on the line, the Looney Tunes seek the help of NBA superstar Michael Jordan to win a basketball game against a team of moronic aliens.",6.813
821,Mrs. Winterbourne (1996),40001,/ppHqVo9uAFZYMvRm9x0XUtnyQPR.jpg,"Connie Doyle is eighteen, pregnant and alone. She accidentally ends up on a train where she meets Hugh Winterbourne and his wife pregnant Patricia. The train wrecks and she wakes up in the hospital to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",7.202
822,Faces (1968),753,/qTkhxFQ0o6DEtTtPXkv4IA5M90J.jpg,"Middle-aged suburban husband Richard abruptly tells his wife, Maria, that he wants a divorce. As Richard takes up with a younger woman, Maria enjoys a night on the town with her friends and meets a younger man. As the couple and those around them confront a seemingly futile search for what they've lost -- love, excitement, passion -- this classic American independent film explores themes of aging and alienation.",7.086
823,Mulholland Falls (1996),10990,/tT5rYDXloX5ZxISr8HdlRC9TBcP.jpg,"In 1950s Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",5.983
824,"Great White Hype, The (1996)",20759,/yEPiu0mC4NqMHOoFLsC6CxQW34d.jpg,"When the champ's promoter, Rev. Sultan, decides something new is needed to boost the marketability of the boxing matches, he searches and finds the only man to ever beat the champ. The problem is that he isn't a boxer anymore and he's white. However, once Rev. Sultan convinces him to fight, he goes into heavy training while the confident champ takes it easy and falls out of shape.",5.257
825,"Arrival, The (1996)",94674,/jnTr52LOLPqHalKkQjx7iyULudd.jpg,The film tells the story of Freek Groenevelt and Simone Marijnissen whose lives are taken over by Joachim Stiller.,6.0
826,"Phantom, The (1996)",601980,/cllFRaJmSyWlIYwJNbVslRoR9dP.jpg,"Following the Heath Oslo incident, the existence of the US-Japanese anti-terror organization CIRS has become a matter of public knowledge. CIRS has been rebuilt from the ground up, and its most covert functions spun off to a new agency: SORD (Social Ops, Research & Development).  The goal of SORD is to train a new generation of operatives to defend the country against future threats. To that end, the organization has established a series of schools up and down the country. Mihama Academy, more-or-less left to rot after its abrupt closure, has been given new purpose as one such 'specialist training school'. It now entrusts the misfit girls who attend it with guns and live ammunition.  No matter how much life grinds them down, what future awaits these girls, who've themselves chosen the path of the gun?",5.9
827,Daylight (1996),11228,/bRWNxtm3q0QvIIM52uQqRIEvpl2.jpg,A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses.,6.112
828,Alaska (1996),36344,/8TtnhRd4ls1xWzz3h9F5AyJuxil.jpg,"Jake Barnes and his two kids, Sean and Jessie, have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency delivery in a storm his plane goes down somewhere in the mountains. Annoyed that the authorities aren't doing enough, Jessie and Sean set out on an adventure to find their father with the help of a polar bear which they have saved from a ferocious poacher. Conflict ensues.",5.833
829,Fled (1996),18550,/5oGdTgWXCOKerrfdBxJrOlFyifL.jpg,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",5.6
830,Power 98 (1995),109478,/72puOSoaSFPNMpWLLMnHTnJX9Wz.jpg,A controversial talk show host becomes involved in the murder of a beautiful woman in a war for ratings.,3.7
831,Escape from L.A. (1996),10061,/3L9lL2eUsmLNNfENPwNOc82Hzpw.jpg,Into the 9.6-quaked Los Angeles of 2013 comes Snake Plissken. His job: wade through L.A.'s ruined landmarks to retrieve a doomsday device.,5.876
832,Bogus (1996),3587,/unp3wg7uzIV3HikMexGQJpO0OHc.jpg,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",5.786
833,Bulletproof (1996),10723,/iI7G9YXxodrqkQPKis1y3EKP8wJ.jpg,"An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colton at a sting operation the LAPD has set up.",5.707
834,Halloween: The Curse of Michael Myers (1995),10987,/noCnM8nEI2bEDSdKHh0RKbwBwbC.jpg,"Six years after being presumed dead in a fire, and just as the town prepares to finally celebrate Halloween again, Michael Myers returns to Haddonfield to continue his reign of terror.",5.155
835,"Gay Divorcee, The (1934)",28288,/xD6oUOAa0Q6PppaOnY6dy6sWPLG.jpg,"Seeking a divorce from her absentee husband, Mimi Glossop travels to an English seaside resort. There she falls in love with dancer Guy Holden, whom she later mistakes for the corespondent her lawyer hired.",6.917
836,Ninotchka (1939),1859,/v4MkgNqZyodYwBDNbZ64MF9tVEL.jpg,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,7.495
837,Meet John Doe (1941),32574,/dnBZbFE2OGlTGNGBVTn6t83tJtd.jpg,"As a parting shot, fired reporter Ann Mitchell prints a fake letter from unemployed ""John Doe,"" who threatens suicide in protest of social ills. The paper is forced to rehire Ann and hires John Willoughby to impersonate ""Doe."" Ann and her bosses cynically milk the story for all it's worth, until the made-up ""John Doe"" philosophy starts a whole political movement.",7.3
838,In the Line of Duty 2 (1987),170809,/dLZG4fLZHe38zP1gv1kVwEtwK4j.jpg,"When he is framed for being a spy because of his friend's illegal activities, David must escape from police, CIA, and assassins with the help of his cousin.",6.156
839,Loch Ness (1995),48463,/hsBmbcL4KiZerEwFJO4BHlvnbA8.jpg,"When renowned director Werner Herzog and fellow filmmaker Zak Penn set off to explore the legend of Scotland's Loch Ness monster, they uncover much more than they bargained for. Unexplained sightings of the creature and chaos among the crew create an uneasy feeling that things aren't what they seem.",5.78
840,Last Man Standing (1996),9333,/m8bVMFAN18H7qmwn2KOWWjDQnbC.jpg,"John Smith is a mysterious stranger who is drawn into a vicious war between two Prohibition-era gangs. In a dangerous game, he switches allegiances from one to another, offering his services to the highest bidder. As the death toll mounts, Smith takes the law into his own hands in a deadly race to stay alive.",6.357
841,"Glimmer Man, The (1996)",9625,/fMXc2nf3iZFsVbNNmJ5MCtjcwlk.jpg,"A former government operative renowned for his stealth, Jack Cole is now a Los Angeles police detective. When a series of horrible murders occurs in the metro area, Cole is assigned to the case, along with tough-talking fellow cop Jim Campbell. Although the two men clash, they gradually become effective partners as they uncover a conspiracy linked to the killings, which also involves terrorism and organized crime.",5.4
842,Pollyanna (1960),31102,/9lWkRXg35SjUZXLr10ez8DERvRv.jpg,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,6.936
843,"Shaggy Dog, The (1959)",10067,/tGX3YyPaYMbjiRwR5PjRsJW7GtM.jpg,The tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad.,4.899
844,Freeway (1996),11229,/m0pAARUq3foDWFsrUmlYDHtNPE9.jpg,"Following the arrest of her mother, Ramona, young Vanessa Lutz decides to go in search of her estranged grandmother. On the way, she is given a ride by school counselor Bob Wolverton. During the journey, Lutz begins to realize that Bob is the notorious I-5 Killer and manages to escape by shooting him several times. Wounded but still very much alive, Bob pursues Lutz across the state in this modern retelling of Little Red Riding Hood.",6.447
845,That Thing You Do! (1996),9591,/9RmZu33qHdyZFGLfhEOmkTjdNEu.jpg,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager. But behind the scenes, the group’s sudden fame tests their strength, their maturity and responsibility, and their ability to resist the temptations that money and notoriety always make possible.",6.888
846,To Gillian on Her 37th Birthday (1996),30500,/7HGWS6WlsPzBsB7NG5JM4P8NrIv.jpg,"David loves his wife, Gillian. Unfortunately, she died two years ago. David deals with his grief by continuing his romance with Gillian during walks with her ""ghost"" on the beach at night. While David lives in the past, other family problems crop up in the present in the real world....",5.436
847,Looking for Richard (1996),42314,/2iEgEoMP1S2YWKkYkwm8cgg2bBN.jpg,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",6.784
848,"Murder, My Sweet (1944)",1834,/tbyzfN1AUKTvzh058L9ZcOpS9Vn.jpg,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",7.2
849,Days of Thunder (1990),2119,/8UvcoeMJag8UWGF8sg7eYspzq0Q.jpg,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",6.358
850,"Perfect Candidate, A (1996)",124837,/91XMadgfU6scOPYsDW8v4VJuJF3.jpg,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues.",5.6
851,Two or Three Things I Know About Her (1966),8074,/w1LO1SIrpA4GCjK3ysANr7F3eAN.jpg,"As the city of Paris and the French people grow in consumer culture, a housewife living in a high-rise apartment with her husband and two children takes to prostitution to help pay the bills.",6.245
852,"Bloody Child, The (1996)",124676,/dPDHmPafRND2HeDM7DCrKfL4b5b.jpg,"This film was inspired by a real event—a young US Marine, recently back from the Gulf War, was found digging a grave for his murdered wife in the middle of the California Mojave.",5.0
853,Braindead (1992),763,/pa39D8TQs6aNw3hiUs4jLjHVUB0.jpg,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.",7.385
854,Bad Taste (1987),9964,/msttMX3undIiaeJLZbMRq94v1bw.jpg,"A team from the intergalactic fast food chain Crumb's Crunchy Delights descends on Earth, planning to make human flesh the newest taste sensation. After they wipe out the New Zealand town Kaihoro, the country’s Astro-Investigation and Defense Service (AIaDS) is called in to deal with the problem. Things are complicated due to Giles, an aid worker who comes to Kaihoro the same day to collect change from the residents. He is captured by the aliens, and AIaDS stages a rescue mission that quickly becomes an all-out assault on the aliens’ headquarters.",6.315
855,Diva (1981),4485,/x5fOCdfv0lRdeI71qLFdNEKWDsc.jpg,"Jules, a young Parisian postman, secretly records a concert performance given by the opera singer Cynthia Hawkins, whom he idolises. The following day, Jules runs into a woman who is being pursued by armed thugs. Before she is killed, the woman slips an audio cassette into his mail bag...",6.7
856,Night on Earth (1991),339,/ktejUHCo6c8DekpOtR3uSb6oDXr.jpg,A quintet of cabbies in five cities and their remarkable fares on the same eventful night.,7.512
857,Paris Was a Woman (1995),96288,/zORtAZNBBy6b4cocGiXqgcXjHEg.jpg,"Women (many of them lesbian) artists, writers, photographers, designers, and adventurers settled in Paris between the wars. They embraced France, some developed an ex-pat culture, and most cherished a way of life quite different than the one left behind.",5.9
858,Amityville: Dollhouse (1996),52263,/c6DVwjJ71jzk3DXqrkuvuM6BxW1.jpg,"Bill Martin has just finished construction on a picturesque new home for his family, but unknown to him, the previously barren property was once the site of the infamous Amityville murder house, which contains demonic entities with murderous sights on the family.",4.491
859,April Fool's Day (1986),26233,/bdssdn6dNC2hGzc2j7IgQT2VDjQ.jpg,"When an April Fool's Day prank turns deadly, Desiree Cartier, her brother Blaine, and five of their friends all become the targets of a twisted kill who begins hunting them down one by one.",4.322
860,"Believers, The (1987)",763342,/xbcWMUd63MRIqF1INk1F2xVuwzb.jpg,,7.0
861,Nosferatu a Venezia (1986),28198,/9WoZrEl55sPbyd1OKieidPa1CRR.jpg,"Professor Paris Catalano visits Venice, to investigate the last known appearance of the famous vampire Nosferatu during the carnival of 1786.",5.844
862,Jingle All the Way (1996),9279,/lHLOUt0ZIQLC5asHdIQBoTUvaEp.jpg,"Howard Langston, a salesman for a mattress company, is constantly kept busy at his job, disappointing his son. After he misses his son's karate exposition, Howard vows to make it up to him by buying an action figure of his son's favorite television hero for Christmas. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man. Now, Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",6.1
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",4789,/qHDATOZMoiJjfy2bb1xEFFPzkuG.jpg,"In 1930s Italy, a wealthy Jewish family tries to maintain their privileged lifestyle, hosting friends for tennis and parties at their villa. As anti-Semitism intensifies under Fascism, they must ultimately face the horrors of the Holocaust.",6.9
864,My Fellow Americans (1996),17795,/5odQxB2kTRyPOJiMjYY1SYHLVHs.jpg,"They used to run the country. Now they're running for their lives! Two on-the-lam former Presidents of the United States. Framed in a scandal by the current President and pursued by armed agents, the two squabbling political foes plunge into a desperately frantic search for the evidence that will establish their innocence.",6.0
865,"Ice Storm, The (1997)",68924,/3a6uLta7K8Dzojps4RoJAPHD0km.jpg,"In the weekend after thanksgiving 1973 the Hood family is skidding out of control. Then an ice storm hits, the worst in a century.",6.86
866,Michael (1996),2928,/oprNZ2BvJG9ZV2g3JYeWQgsOZHe.jpg,Tabloid reporters are sent by their editor to investigate after the paper recieves a letter from a woman claiming an angel is living with her.,5.716
867,"Whole Wide World, The (1996)",18451,/ajMk4ueXcOCbxwJjJecltiGhYrn.jpg,"In 1930s Texas, pulp fiction master Robert E. Howard is introduced to Novalyne Price, a teacher with aspirations of becoming an author herself, and they begin a unique relationship filled with conversation and imagination. Although the possibility exists for romance, Howard's obsession with his work and dedication to his sick mother leads Price to look elsewhere for love, leaving Howard feeling betrayed and alone.",6.6
868,Hearts and Minds (1996),42449,/yXnpP2RAZbG3DQufUGcOM5hU4cF.jpg,"Many times during his presidency, Lyndon B. Johnson said that ultimate victory in the Vietnam War depended upon the U.S. military winning the ""hearts and minds"" of the Vietnamese people. Filmmaker Peter Davis uses Johnson's phrase in an ironic context in this anti-war documentary, filmed and released while the Vietnam War was still under way, juxtaposing interviews with military figures like U.S. Army Chief of Staff William C. Westmoreland with shocking scenes of violence and brutality.",7.648
869,Fools Rush In (1997),281194,/tLyfGThQ6MFcLqTfe26ogtvJEdq.jpg,"Howes plays Pamela Dickson, an impulsive young bride-to-be, while Guy Rolfe portrays her long-lost father Paul. Ostensibly a cad and bounder, Paul turns out to be just the opposite when he arrives for Pamela's wedding.",6.0
870,Touch (1997),570178,/8DwYUqEp1sx2Cw1sPvYAAnx4LAQ.jpg,"When a single mom, facing eviction, is offered a night’s work, she unsuccessfully seeks a babysitter for her two small children. Desperate, she reaches out to the last person she wants to ask for a favour.",0.0
871,Vegas Vacation (1997),11419,/jUOreo2AWDnPuRJsUp6T1i66tUe.jpg,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",5.999
872,Love Jones (1997),27322,/7LdKsfON12uEyDEKY9mZASlx8Nf.jpg,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friends, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion.",7.352
873,Picture Perfect (1997),9413,/xYnvr4o7GEaA2uyt4Q1ASUI5Obv.jpg,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",5.852
874,Career Girls (1997),49462,/bV6ezK5Qcqv9ul9B6yGiKcfA0pG.jpg,"A young college student in London moves into a flat and becomes best friends with a flatmate; the former moves into her own flat 4 years later but 6 years after their parting, the former returns to London to pay the latter a visit.",6.553
875,She's So Lovely (1997),38295,/oZISQ7Cnmezs5NgBaL6uHUkDMFZ.jpg,"After being released from a psychiatric institution, a man tries to redeem himself in the eyes of his now-ex wife from the events that led up to his incarceration.",5.8
876,Money Talks (1997),372452,/lCNOz39dk0sfAjAH39WSHlbTiOD.jpg,"This exuberant comedy about Jewish domestic life tells the story of an old man who is to inherit a legacy if he can prove he is in need, and who thus begins to gamble spectacularly with his savings.",4.7
877,Excess Baggage (1997),1067953,,'Colonel thinks he has killed superior while hunting ghost.' (British Film Catalogue),0.0
878,That Darn Cat! (1997),20723,/by92HEWg2d4WrkgbUIPEA0ufsHI.jpg,"A young woman suspects foul play when her cat comes home wearing a wristwatch. Convincing the FBI, though, and catching the bad guys is tougher than she imagined.",6.6
879,"Peacemaker, The (1997)",1209904,/vkTGyAnIzbLLFgn1PKaKiB1Pjfv.jpg,"War has been declared in the aptly named “Villa Pax”. The war-ladies, Mrs. Sørensen and Mrs. Hansen, spearhead the conflict between their floors, and constantly send their henpecked husbands to the front line. The poor men try their best to remain neutral, but a secret fraternity cannot stop any war. Fresh blood is required, so Mrs. Hansen’s son and Mrs. Sørensen’s niece plan a peace conference in the backyard. (Stumfilm.dk)",0.0
880,Soul Food (1997),29461,/97t6YjxjTpwQ439MJcPiPDrMAg0.jpg,"Traditional Sunday dinners at Mama Joe's (Irma P. Hall) turn sour when sisters Teri (Vanessa L. Williams), Bird (Nia Long) and Maxine (Vivica A. Fox) start bringing their problems to the dinner table in this ensemble comedy. When tragedy strikes, it's up to grandson Ahmad (Brandon Hammond) to pull the family together and put the soul back into the family's weekly gatherings.",6.198
881,Money Talks (1997),372452,/lCNOz39dk0sfAjAH39WSHlbTiOD.jpg,"This exuberant comedy about Jewish domestic life tells the story of an old man who is to inherit a legacy if he can prove he is in need, and who thus begins to gamble spectacularly with his savings.",4.7
882,Washington Square (1997),45019,/3LIn7bskDwsmyxMWTNWRIPSCm2X.jpg,"In 1870s New York, spinster heiress Catherine Sloper is courted by the much younger, penniless Morris Townsend, much to the chagrin of her overprotective father. Catherine must decide whether to spend the rest of her life alone, or marry a man interested in her solely for her inheritence.",6.117
883,Telling Lies in America (1997),63437,/yNKGhbqUgFp7gDG4btnJdLIUzSM.jpg,"A 17-year-old boy becomes friends with Billy Magic, the radio DJ he idolizes, and eventually slips into the payola and corruption of the entertainment world.",5.7
884,Year of the Horse (1997),62422,/kLO7UAx8OalCeW2JqTAispzNBJr.jpg,"A document of Neil Young and Crazy Horse's 1996 concert tour. Director Jarmusch conducts interviews about the band's long history, interspersed with backstage footage from the 1970s and 1980s.",6.1
885,Phantoms (1998),9827,/aWkmnhNBlQNIPNNz4r0PGksXgT1.jpg,"In the peaceful Colorado town of Snowfield, something evil has wiped out the community. And now, it's up to a group of people to stop it, or at least get out of Snowfield alive.",5.371
886,"Life Less Ordinary, A (1997)",8067,/tk7WNEwLZepFU2yPIIkRuQOO0Q9.jpg,"A couple of angels, O'Reilly and Jackson, are sent to Earth to make sure that their next supervised love-connection succeeds. They follow Celine, a spoiled rich girl who has just accidentally shot a suitor and, due to a misunderstanding, is kidnapped by janitor Robert. Although Celine quickly frees herself, she stays with Robert for thrills. O'Reilly and Jackson pursue, hoping to unite the prospective lovers.",6.127
887,Eve's Bayou (1997),45153,/33yTPcGSv7eo3FVlb7XKACHl1M8.jpg,"Summer heats up in rural Louisiana beside Eve’s Bayou, 1962, as the Batiste family tries to survive the secrets they’ve kept and the betrayals they’ve endured.",6.369
888,One Night Stand (1997),12616,/h6aDoPEyK4rgp4MiuRvQjepoyZx.jpg,"In Los Angeles, Max Carlyle makes a good living directing commercials and has a happy home life with his wife, Mimi, and two children. When Carlyle travels to New York City to visit his friend Charlie, who has been diagnosed with AIDS, he has repeat run-ins with a beautiful woman, Karen, and eventually sleeps with her. Though he goes home the next day and doesn't return until a year later, Carlyle's infidelity still lingers.",5.619
889,"Tango Lesson, The (1997)",34838,/dFrkFLIGUiHTu74WGE3633XXi4C.jpg,"On a trip to Paris Sally meets Pablo, a tango dancer. He starts teaching her to dance then she returns to London to work on some ""projects"". She visits Buenos Aires and learns more from Pablo's friends. Sally and Pablo meet again but this time their relationship changes, she realises they want different things from each other. On a trip to Buenos Aires they cement their friendship.",6.5
890,Mortal Kombat: Annihilation (1997),9823,/ttryglcY2osWZE3sRYBf3ewTZsW.jpg,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth.",4.509
891,Bent (1997),505579,/xUqimeu4KzFeqTvblNLvG8Y1DAo.jpg,"On his latest private investigation, a shamed former cop connects a murder case to a government conspiracy involving rogue agents from a top spy agency.",5.222
892,Flubber (1997),9574,/bnKvk04icAyCO1KjqhsaEXBO9aJ.jpg,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",5.661
893,For Richer or Poorer (1997),10371,/tPjqY9Qp5WOIBFKnyEpMBVwGr01.jpg,"Brad Sexton and his wife, Caroline, are wealthy New Yorkers with both marital and financial problems. The latter issue becomes a pressing matter when they discover that their accountant has embezzled millions and pinned the blame on them. Forced to go on the lam, Brad and Caroline end up in an Amish area of Pennsylvania and decide to pose as members of the religious group to evade the IRS. As the two adapt to the simple Amish lifestyle, they begin to reconnect.",6.0
894,Home Alone 3 (1997),9714,/6uOadrCfle0n2LOOxHbgWEdnrm2.jpg,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.",5.276
895,Scream 2 (1997),4233,/dORlVasiaDkJXTqt9bdH7nFNs6C.jpg,"Two years after the Woodsboro murders, Sidney Prescott acclimates to college life while someone donning the Ghostface costume begins a new string of killings.",6.5
896,"Sweet Hereafter, The (1997)",10217,/gJy7LMq4b5qO5fsSUSoBgm24BHf.jpg,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",6.9
897,Time Tracers (1995),438108,/490wG6tZop82i0REjt2WQ1Juk0n.jpg,"When the discovery of a five-thousand year old artifact of a humanoid reptile leads an investigative reporter to the Kronos Project, he uncovers an experimental device created to send humans through time, controlled by a ruthless multi-billionaire. As the Kronos experiment progresses through the Civil War era to the Jurassic age, high-tech sabotage and deceit ensue, resulting in devastating events that lead to a ripple in time, a paradox, that if not contained could change the entire course of evolution and destroy the universe as we know it.",2.5
